job_name,company_tag,city,salary_avg_annual_wy,skills,experience,education,main_skill_categories,skills_cleaned,skills_list
C++软件工程师,汽车零部件,上海市,15.0,Python;网络协议;Linux;驱动开发;RTOS;服务器端开发,1-3年,本科,运维/DevOps;嵌入式/物联网;后端开发,python;网络协议;linux;驱动开发;rtos;服务器端开发,"['python', '网络协议', 'linux', '驱动开发', 'rtos', '服务器端开发']"
高级软件工程师,计算机软件,上海市,15.0,系统集成;肢体残疾;视力残疾无限制;系统架构;后端开发;视力残疾,3-5年,本科,其他;架构设计;后端开发,系统集成;肢体残疾;视力残疾无限制;系统架构;后端开发;视力残疾,"['系统集成', '肢体残疾', '视力残疾无限制', '系统架构', '后端开发', '视力残疾']"
java后端开发,电气机械/器材,上海市,35.0,Java;Python;Spring;MyBatis;Kafka;Redis,3-5年,本科,后端开发;前端开发;大数据,java;python;spring;mybatis;kafka;redis,"['java', 'python', 'spring', 'mybatis', 'kafka', 'redis']"
Java后端开发4310072,计算机服务,上海市,19.5,Java;SpringCloud;MySQL,3-5年,本科,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
Java后端技术专家,生活服务(O2O),上海市,72.0,Java;SpringCloud;MySQL;MyBatis;Redis;Spring,1-3年,本科,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis;spring,"['java', 'springcloud', 'mysql', 'mybatis', 'redis', 'spring']"
后端软件开发工程师,计算机软件,上海市,28.0,JVM;Java;SpringCloud;MySQL;Spring,经验不限,本科,后端开发;其他;前端开发,jvm;java;springcloud;mysql;spring,"['jvm', 'java', 'springcloud', 'mysql', 'spring']"
后端开发 广告,互联网,上海市,104.0,Java;Spring;MySQL;广告,5-10年,本科,前端开发;后端开发;数据库,java;spring;mysql;广告,"['java', 'spring', 'mysql', '广告']"
云计算后端开发,计算机软件,上海市,24.0,Java;Spring/Spring Boot;PHP;MyBatis;Python,经验不限,本科,后端开发;前端开发,java;spring/spring boot;php;mybatis;python,"['java', 'spring/spring boot', 'php', 'mybatis', 'python']"
Java后端开发工程师,企业服务,上海市,67.5,Java;Spring;MySQL,5-10年,本科,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
后端开发工程师,互联网,上海市,57.75,Golang;Java;C++;MySQL;Redis;Oracle;Python,3-5年,本科,后端开发;数据库;前端开发,golang;java;c++;mysql;redis;oracle;python,"['golang', 'java', 'c++', 'mysql', 'redis', 'oracle', 'python']"
后端开发,人工智能,上海市,10.8,Java;C++;Golang;Python;PHP;MyBatis;Kafka;Oracle;HBase;SQL Server;Hadoop,经验不限,本科,后端开发;数据库;大数据,java;c++;golang;python;php;mybatis;kafka;oracle;hbase;sql server;hadoop,"['java', 'c++', 'golang', 'python', 'php', 'mybatis', 'kafka', 'oracle', 'hbase', 'sql server', 'hadoop']"
Java后端,互联网,上海市,33.0,Java;Spring;MySQL,3-5年,本科,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
后端研发工程师,游戏,上海市,54.0,Java;Nginx;Docker;MySQL;Redis,1-3年,硕士,数据库;前端开发;后端开发,java;nginx;docker;mysql;redis,"['java', 'nginx', 'docker', 'mysql', 'redis']"
后端开发工程师,互联网,上海市,17.4,Java;SpringCloud;MySQL,5-10年,大专,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
后端开发专家,生活服务(O2O),上海市,45.5,Java;SpringCloud;MySQL,3-5年,本科,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
后端开发工程师,互联网,上海市,28.8,Java;MySQL;AIGC;Spring,3-5年,本科,前端开发;数据库;人工智能/机器学习,java;mysql;aigc;spring,"['java', 'mysql', 'aigc', 'spring']"
资深后端开发工程师,人工智能,上海市,12.6,Java;Python;Spring;SpringCloud;JVM;Docker;MongoDB;SQL Server;Spark;可兼职,3-5年,本科,后端开发;其他;前端开发,java;python;spring;springcloud;jvm;docker;mongodb;sql server;spark;可兼职,"['java', 'python', 'spring', 'springcloud', 'jvm', 'docker', 'mongodb', 'sql server', 'spark', '可兼职']"
后端开发,互联网,上海市,24.0,Java;C++;Spring;SpringCloud;MyBatis,3-5年,本科,后端开发;前端开发,java;c++;spring;springcloud;mybatis,"['java', 'c++', 'spring', 'springcloud', 'mybatis']"
后端工程师,生活服务(O2O),上海市,45.0,Java;Spring;Redis;MySQL,3-5年,本科,数据库;前端开发;后端开发,java;spring;redis;mysql,"['java', 'spring', 'redis', 'mysql']"
后端开发工程师,计算机软件,上海市,19.2,Java;MySQL;其他;Spring,5-10年,本科,前端开发;数据库;其他,java;mysql;其他;spring,"['java', 'mysql', '其他', 'spring']"
Java后端开发,互联网金融,上海市,56.25,Java;Spring;SpringCloud;Hibernate;Oracle;科技金融 支付结算;大互联网 金融信贷;营销系统 催收 风控;欺诈 税票 资金管理;AI开发 风险控制,3-5年,本科,其他;后端开发;前端开发,java;spring;springcloud;hibernate;oracle;科技金融 支付结算;大互联网 金融信贷;营销系统 催收 风控;欺诈 税票 资金管理;ai开发 风险控制,"['java', 'spring', 'springcloud', 'hibernate', 'oracle', '科技金融 支付结算', '大互联网 金融信贷', '营销系统 催收 风控', '欺诈 税票 资金管理', 'ai开发 风险控制']"
后端开发,计算机软件,上海市,27.3,Java;Python;Spring;MyBatis;Docker,经验不限,不限,后端开发;前端开发;运维/DevOps,java;python;spring;mybatis;docker,"['java', 'python', 'spring', 'mybatis', 'docker']"
后端开发,互联网金融,上海市,24.6,Java;SpringCloud;MySQL,1-3年,本科,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
Java后端开发工程师,游戏,上海市,11.4,Java;MySQL;Spring,1-3年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端开发工程,通信/网络设备,上海市,13.65,C/C++;Golang;GO;SQL,经验不限,本科,后端开发;数据库,c/c++;golang;go;sql,"['c/c++', 'golang', 'go', 'sql']"
Java后端开发工程师,通信/网络设备,上海市,14.95,Java;C++;Spring;SpringCloud;MyBatis;MySQL,3-5年,本科,后端开发;前端开发;数据库,java;c++;spring;springcloud;mybatis;mysql,"['java', 'c++', 'spring', 'springcloud', 'mybatis', 'mysql']"
后端,电子商务,上海市,152.0,,3-5年,本科,,,['']
后端开发工程师,计算机软件,上海市,13.8,Java;Spring/Spring Boot,5-10年,本科,前端开发;后端开发,java;spring/spring boot,"['java', 'spring/spring boot']"
后端开发,广告营销,上海市,18.6,Java;C++;Golang;Python;Spring;SpringCloud,5-10年,不限,后端开发;前端开发,java;c++;golang;python;spring;springcloud,"['java', 'c++', 'golang', 'python', 'spring', 'springcloud']"
后端开发工程师,电子商务,上海市,85.5,Java;Spring;SpringCloud;MySQL;Redis,经验不限,本科,后端开发;数据库;前端开发,java;spring;springcloud;mysql;redis,"['java', 'spring', 'springcloud', 'mysql', 'redis']"
Java后端性能工程,计算机软件,上海市,21.0,Java;Kafka;Redis;kafka;radis,5-10年,本科,大数据;前端开发;数据库,java;kafka;redis;kafka;radis,"['java', 'kafka', 'redis', 'kafka', 'radis']"
后端高级开发工程师,互联网,上海市,33.0,Java;MySQL;Redis,3-5年,本科,数据库;前端开发,java;mysql;redis,"['java', 'mysql', 'redis']"
后端开发工程师,其他专业服务,上海市,24.0,Java;MySQL;Spring,3-5年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端开发工程师,互联网,上海市,24.0,,3-5年,本科,,,['']
后端开发工程师,计算机服务,上海市,15.0,Java;MySQL;Spring;Oracle,1-3年,本科,数据库;前端开发;后端开发,java;mysql;spring;oracle,"['java', 'mysql', 'spring', 'oracle']"
资深后端开发工程师,电子商务,上海市,64.0,Java;移动端;MySQL;云真机;Spring,5-10年,本科,前端开发;数据库;其他,java;移动端;mysql;云真机;spring,"['java', '移动端', 'mysql', '云真机', 'spring']"
后端,计算机软件,上海市,18.6,Java;SpringCloud;MySQL;Spring,5-10年,本科,后端开发;前端开发;数据库,java;springcloud;mysql;spring,"['java', 'springcloud', 'mysql', 'spring']"
后端开发,互联网,上海市,30.0,跨境收单;Java;Nginx;PostgreSQL;MySQL;VCC;MyBatis;收付款;跨境支付,3-5年,本科,其他;后端开发;数据库,跨境收单;java;nginx;postgresql;mysql;vcc;mybatis;收付款;跨境支付,"['跨境收单', 'java', 'nginx', 'postgresql', 'mysql', 'vcc', 'mybatis', '收付款', '跨境支付']"
后端工程师,互联网金融,上海市,45.0,Java;Spring;SpringCloud;MySQL,3-5年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql,"['java', 'spring', 'springcloud', 'mysql']"
储能后端软件工程师,新能源,上海市,54.0,,5-10年,本科,,,['']
高级后端工程师,其他生活服务,上海市,16.25,Java;C++;Spring;MySQL;Redis,1-3年,本科,后端开发;数据库;前端开发,java;c++;spring;mysql;redis,"['java', 'c++', 'spring', 'mysql', 'redis']"
后端开发,电子商务,上海市,60.0,Java;Golang;Docker;MySQL;Redis;后端开发,5-10年,本科,后端开发;数据库;前端开发,java;golang;docker;mysql;redis;后端开发,"['java', 'golang', 'docker', 'mysql', 'redis', '后端开发']"
后端工程师,互联网,上海市,45.0,Golang;PHP;MySQL/Redis/MongoDB;英语读写能力良好,5-10年,本科,后端开发;其他,golang;php;mysql/redis/mongodb;英语读写能力良好,"['golang', 'php', 'mysql/redis/mongodb', '英语读写能力良好']"
后端开发（高级）（知名大公司）,其他专业服务,上海市,24.0,Java;Spring/Spring Boot,3-5年,本科,前端开发;后端开发,java;spring/spring boot,"['java', 'spring/spring boot']"
后端开发工程师,互联网,上海市,11.4,,3-5年,本科,,,['']
初级后端,互联网,上海市,9.6,Java;SpringCloud;Nginx,1-3年,本科,后端开发;前端开发,java;springcloud;nginx,"['java', 'springcloud', 'nginx']"
后端开发,计算机服务,上海市,32.2,Java;C++;Python;Spring;MySQL,经验不限,不限,后端开发;前端开发;数据库,java;c++;python;spring;mysql,"['java', 'c++', 'python', 'spring', 'mysql']"
后端开发工程师【top外企！】,进出口贸易,上海市,48.0,Java;Golang;Spring;SpringCloud;MySQL;Redis,5-10年,本科,后端开发;数据库;前端开发,java;golang;spring;springcloud;mysql;redis,"['java', 'golang', 'spring', 'springcloud', 'mysql', 'redis']"
广告服务端后端开发,互联网,上海市,72.0,Java;SpringCloud;MySQL;Dubbo,经验不限,本科,前端开发;后端开发;数据库,java;springcloud;mysql;dubbo,"['java', 'springcloud', 'mysql', 'dubbo']"
资深后端工程师,互联网金融,上海市,56.25,Java;Docker;MySQL;Redis;Spark;Hive,5-10年,本科,数据库;前端开发;运维/DevOps,java;docker;mysql;redis;spark;hive,"['java', 'docker', 'mysql', 'redis', 'spark', 'hive']"
内容后端JAVA研发,电子商务,上海市,81.0,JVM;Java;Hive;MySQL;Spring;HBase,5-10年,本科,数据库;其他;前端开发,jvm;java;hive;mysql;spring;hbase,"['jvm', 'java', 'hive', 'mysql', 'spring', 'hbase']"
高级java后端开发工程师,人工智能,上海市,20.8,JVM;Java;Tomcat;PostgreSQL;SpringCloud;Hive;Elasticsearch;MySQL;Netty;Python,3-5年,本科,数据库;后端开发;其他,jvm;java;tomcat;postgresql;springcloud;hive;elasticsearch;mysql;netty;python,"['jvm', 'java', 'tomcat', 'postgresql', 'springcloud', 'hive', 'elasticsearch', 'mysql', 'netty', 'python']"
后端开发工程师,智能硬件,上海市,18.6,Java;Spring,3-5年,本科,前端开发;后端开发,java;spring,"['java', 'spring']"
后端工程师,计算机软件,上海市,20.4,,3-5年,本科,,,['']
后端开发,计算机软件,上海市,24.7,Java;Spring;MyBatis;Oracle;Redis;Linux,3-5年,本科,后端开发;数据库;前端开发,java;spring;mybatis;oracle;redis;linux,"['java', 'spring', 'mybatis', 'oracle', 'redis', 'linux']"
后端开发工程师,智能硬件,上海市,13.8,Java,1-3年,大专,前端开发,java,['java']
TapTap 高级后端开发工程师,游戏,上海市,56.25,Java;C++;Golang;Spring;Redis;MySQL,3-5年,本科,后端开发;数据库;前端开发,java;c++;golang;spring;redis;mysql,"['java', 'c++', 'golang', 'spring', 'redis', 'mysql']"
AB实验后端工程师,互联网,上海市,42.0,Java;Spring;SpringCloud;MySQL;Spark;AB实验平台;数据科学;数据分析,5-10年,本科,后端开发;大数据;其他,java;spring;springcloud;mysql;spark;ab实验平台;数据科学;数据分析,"['java', 'spring', 'springcloud', 'mysql', 'spark', 'ab实验平台', '数据科学', '数据分析']"
java开发后端,智能硬件,上海市,12.6,Java;Nginx;MySQL;uniapp;TS,3-5年,本科,前端开发;后端开发;数据库,java;nginx;mysql;uniapp;ts,"['java', 'nginx', 'mysql', 'uniapp', 'ts']"
后端java工程师,互联网,上海市,35.4,Java;Spring;MySQL,5-10年,本科,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
初级数字后端设计工程师,半导体/芯片,上海市,30.0,Netlist;Floorplan;cpu/ddr;Spef，,1-3年,本科,其他;数据库,netlist;floorplan;cpu/ddr;spef，,"['netlist', 'floorplan', 'cpu/ddr', 'spef，']"
后端开发工程师,计算机软件,上海市,17.4,Java;SpringCloud;Redis;Spring;Oracle,3-5年,本科,后端开发;数据库;前端开发,java;springcloud;redis;spring;oracle,"['java', 'springcloud', 'redis', 'spring', 'oracle']"
中高级后端开发工程师,大数据,上海市,20.4,Java;Kafka;Zookeeper;Nginx;MySQL;Redis,3-5年,本科,大数据;数据库;前端开发,java;kafka;zookeeper;nginx;mysql;redis,"['java', 'kafka', 'zookeeper', 'nginx', 'mysql', 'redis']"
初级数字后端设计工程师,半导体/芯片,上海市,24.6,,1年经验,硕士,,,['']
后端开发,物流/仓储,上海市,20.15,Java;MySQL;Spring,1-3年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端产品经理,互联网,上海市,28.0,C端产品;金融产品;接资方,1-3年,本科,其他,c端产品;金融产品;接资方,"['c端产品', '金融产品', '接资方']"
高级后端工程师,计算机服务,上海市,12.0,Java;SpringCloud;MySQL;MyBatis,3-5年,本科,后端开发;前端开发;数据库,java;springcloud;mysql;mybatis,"['java', 'springcloud', 'mysql', 'mybatis']"
后端开发,互联网,上海市,60.0,Java;MySQL;Spring,经验不限,不限,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
软件开发（后端、客户端）,电子商务,上海市,95.0,Java;C++;Python;Spring;MyBatis;Kafka;Oracle;Spark,5-10年,本科,后端开发;大数据;前端开发,java;c++;python;spring;mybatis;kafka;oracle;spark,"['java', 'c++', 'python', 'spring', 'mybatis', 'kafka', 'oracle', 'spark']"
中级后端开发,互联网,上海市,18.6,Java;SpringCloud;MySQL,3-5年,不限,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
后端开发,互联网,上海市,24.6,Java;C++;Hibernate;SpringCloud;Hadoop;Spring;Hive;MySQL;MyBatis;Oracle,3-5年,本科,后端开发;数据库;前端开发,java;c++;hibernate;springcloud;hadoop;spring;hive;mysql;mybatis;oracle,"['java', 'c++', 'hibernate', 'springcloud', 'hadoop', 'spring', 'hive', 'mysql', 'mybatis', 'oracle']"
后端开发工程师,大数据,上海市,39.0,Java;Python,3-5年,本科,前端开发;后端开发,java;python,"['java', 'python']"
java后端开发工程师,游戏,上海市,21.0,Java;交友APP;MySQL;社交,3-5年,大专,其他;前端开发;数据库,java;交友app;mysql;社交,"['java', '交友app', 'mysql', '社交']"
Java后端开发工程师,互联网,上海市,54.0,Java;Spring;SpringCloud;Dubbo;MySQL;SQL Server,5-10年,本科,后端开发;数据库;前端开发,java;spring;springcloud;dubbo;mysql;sql server,"['java', 'spring', 'springcloud', 'dubbo', 'mysql', 'sql server']"
后端工程师（远程）,互联网,上海市,60.0,Java;SpringCloud;MySQL,经验不限,不限,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
后端开发工程师,企业服务,上海市,7.8,SQL;Python;分布式技术;微服务架构;MVC开发;数据结构,1-3年,本科,后端开发;其他;数据库,sql;python;分布式技术;微服务架构;mvc开发;数据结构,"['sql', 'python', '分布式技术', '微服务架构', 'mvc开发', '数据结构']"
后端开发工程师,计算机软件,上海市,13.65,Java;SpringCloud;MySQL;SQL Server;PostgreSQL,3-5年,本科,数据库;前端开发;后端开发,java;springcloud;mysql;sql server;postgresql,"['java', 'springcloud', 'mysql', 'sql server', 'postgresql']"
技术经理（后端）,互联网,上海市,52.0,互联网/AI;Java;Spring;SpringCloud;软件开发,3-5年,本科,后端开发;人工智能/机器学习;前端开发,互联网/ai;java;spring;springcloud;软件开发,"['互联网/ai', 'java', 'spring', 'springcloud', '软件开发']"
后端开发,互联网,上海市,35.0,C/C++;Python;MySQL/Redis/MongoDB,3-5年,本科,后端开发,c/c++;python;mysql/redis/mongodb,"['c/c++', 'python', 'mysql/redis/mongodb']"
后端开发工程师-中心操作,快递,上海市,36.0,Java;Spring;SpringCloud;MySQL;Redis;Oracle,5-10年,本科,数据库;后端开发;前端开发,java;spring;springcloud;mysql;redis;oracle,"['java', 'spring', 'springcloud', 'mysql', 'redis', 'oracle']"
后端开发（任一语言）,互联网,上海市,30.0,Java;C++;Golang;Python;Spring,经验不限,硕士,后端开发;前端开发,java;c++;golang;python;spring,"['java', 'c++', 'golang', 'python', 'spring']"
后端软件开发工程师,物流/仓储,上海市,29.25,,3-5年,本科,,,['']
后端研发工程师,食品/饮料/烟酒,上海市,26.0,Java;Spring;SpringCloud;MyBatis;MySQL,经验不限,本科,后端开发;前端开发;数据库,java;spring;springcloud;mybatis;mysql,"['java', 'spring', 'springcloud', 'mybatis', 'mysql']"
后端开发工程师（营销）,互联网,上海市,16.2,Java;SpringCloud;Oracle,3-5年,大专,前端开发;后端开发;数据库,java;springcloud;oracle,"['java', 'springcloud', 'oracle']"
Java后端开发工程师,互联网金融,上海市,56.25,Java;Spring;SpringCloud;Hibernate;SQL Server;MySQL;J2EE系统开发;Java后端开发 互联网;大型分布式 大数据;熟悉Groovy Linux系统;数据结构和算法基础,3-5年,本科,后端开发;数据库;其他,java;spring;springcloud;hibernate;sql server;mysql;j2ee系统开发;java后端开发 互联网;大型分布式 大数据;熟悉groovy linux系统;数据结构和算法基础,"['java', 'spring', 'springcloud', 'hibernate', 'sql server', 'mysql', 'j2ee系统开发', 'java后端开发 互联网', '大型分布式 大数据', '熟悉groovy linux系统', '数据结构和算法基础']"
后端,咨询,上海市,16.8,Java;Tomcat;MySQL;SpringBoot3.0+;SSH框架,1-3年,本科,后端开发;前端开发;数据库,java;tomcat;mysql;springboot3.0+;ssh框架,"['java', 'tomcat', 'mysql', 'springboot3.0+', 'ssh框架']"
游戏后端开发,互联网,上海市,17.4,Java;C++;Spring;Redis,1-3年,大专,后端开发;前端开发;数据库,java;c++;spring;redis,"['java', 'c++', 'spring', 'redis']"
中级后端开发工程师,计算机软件,上海市,16.8,Java;MySQL;Spring,3-5年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端开发,互联网,上海市,56.25,,经验不限,本科,,,['']
后端java负责人,互联网,上海市,108.0,微服务架构;消息队列,5-10年,本科,云计算/云原生;其他,微服务架构;消息队列,"['微服务架构', '消息队列']"
后端开发,计算机软件,上海市,42.25,Java;Python,3-5年,本科,前端开发;后端开发,java;python,"['java', 'python']"
web后端工程师,计算机软件,上海市,15.0,Java;Spring;MySQL,1-3年,不限,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
java后端工程师,互联网,上海市,80.0,Java;Spring;MySQL;Redis,经验不限,本科,数据库;前端开发;后端开发,java;spring;mysql;redis,"['java', 'spring', 'mysql', 'redis']"
资深后端工程师,人工智能,上海市,25.2,Java;Spring;SpringCloud;MyBatis;Hibernate;MySQL;HBase,3-5年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mybatis;hibernate;mysql;hbase,"['java', 'spring', 'springcloud', 'mybatis', 'hibernate', 'mysql', 'hbase']"
JAVA后端开发工程师,餐饮,上海市,12.6,Java;Python;Docker;PostgreSQL,1-3年,本科,前端开发;后端开发;运维/DevOps,java;python;docker;postgresql,"['java', 'python', 'docker', 'postgresql']"
后端（商家、商品、出价）,电子商务,上海市,67.5,Java;交易、商家、商品;营销、出价、库存,经验不限,本科,其他;前端开发,java;交易、商家、商品;营销、出价、库存,"['java', '交易、商家、商品', '营销、出价、库存']"
后端开发工程师,通信/网络设备,上海市,16.25,Java;Spring;SpringCloud;MyBatis;MySQL;Redis,1-3年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mybatis;mysql;redis,"['java', 'spring', 'springcloud', 'mybatis', 'mysql', 'redis']"
后端开发A岗-海关,电子商务,上海市,15.0,Java;Spring;SpringCloud;MySQL;Oracle,1-3年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mysql;oracle,"['java', 'spring', 'springcloud', 'mysql', 'oracle']"
java-后端,物流/仓储,上海市,52.5,Java;Spring;SpringCloud;MyBatis;MySQL;Oracle,5-10年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mybatis;mysql;oracle,"['java', 'spring', 'springcloud', 'mybatis', 'mysql', 'oracle']"
后端开发工程师（云端）,智能硬件,上海市,72.0,,经验不限,本科,,,['']
资深后端开发工程师-加拿大,互联网,上海市,63.0,Java;MySQL;Spring,10年以上,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端开发,人工智能,上海市,59.5,,3-5年,本科,,,['']
后端开发工程师,互联网,上海市,75.0,Java;Golang;Python,经验不限,本科,后端开发;前端开发,java;golang;python,"['java', 'golang', 'python']"
java游戏后端开发,游戏,上海市,16.25,Java,1-3年,本科,前端开发,java,['java']
Java后端性能工程师,计算机软件,上海市,21.0,kafka;jvm调优;垃圾回收;jmete;radis,5-10年,本科,其他;大数据;测试,kafka;jvm调优;垃圾回收;jmete;radis,"['kafka', 'jvm调优', '垃圾回收', 'jmete', 'radis']"
软件开发工程师-后端开发,互联网,上海市,12.6,Java;后端,1-3年,本科,前端开发;后端开发,java;后端,"['java', '后端']"
后端开发工程师,汽车零部件,上海市,22.2,Java;Spring;SpringCloud;MySQL;Spark,经验不限,不限,后端开发;前端开发;数据库,java;spring;springcloud;mysql;spark,"['java', 'spring', 'springcloud', 'mysql', 'spark']"
后端开发-上海LH,人力资源服务,上海市,12.0,Java;银行项目;SpringCloud;MySQL;SQL Server,3-5年,大专,数据库;前端开发;其他,java;银行项目;springcloud;mysql;sql server,"['java', '银行项目', 'springcloud', 'mysql', 'sql server']"
后端开发,快递,上海市,18.0,Java;Elasticsearch;MySQL;Kafka;Redis;Oracle,1-3年,本科,数据库;前端开发;大数据,java;elasticsearch;mysql;kafka;redis;oracle,"['java', 'elasticsearch', 'mysql', 'kafka', 'redis', 'oracle']"
后端开发工程师,计算机软件,上海市,20.15,Java;Elasticsearch;SpringCloud;MySQL;Oracle,5-10年,本科,数据库;前端开发;后端开发,java;elasticsearch;springcloud;mysql;oracle,"['java', 'elasticsearch', 'springcloud', 'mysql', 'oracle']"
后端开发工程师,咨询,上海市,33.0,Java;JVM;Elasticsearch;Spring;Hadoop;Hive,5-10年,本科,数据库;前端开发;其他,java;jvm;elasticsearch;spring;hadoop;hive,"['java', 'jvm', 'elasticsearch', 'spring', 'hadoop', 'hive']"
java后端开发,互联网,上海市,57.0,Java;Web;后端开发,3-5年,本科,前端开发;后端开发,java;web;后端开发,"['java', 'web', '后端开发']"
Java后端开发组长,计算机服务,上海市,42.25,Java;SpringCloud;MySQL;PostgreSQL;全栈;微服务治理,5-10年,本科,数据库;前端开发;后端开发,java;springcloud;mysql;postgresql;全栈;微服务治理,"['java', 'springcloud', 'mysql', 'postgresql', '全栈', '微服务治理']"
后端开发工程师,互联网,上海市,16.8,Java;Docker;Elasticsearch;SpringCloud;Hadoop,3-5年,本科,前端开发;运维/DevOps;数据库,java;docker;elasticsearch;springcloud;hadoop,"['java', 'docker', 'elasticsearch', 'springcloud', 'hadoop']"
后端工程师Java（外包）,保险,上海市,27.0,Java;Spring;SpringCloud;MyBatis;MySQL;Oracle,3-5年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mybatis;mysql;oracle,"['java', 'spring', 'springcloud', 'mybatis', 'mysql', 'oracle']"
交易系统后端工程师,互联网,上海市,48.0,Node.js;Golang;CEX;DEX,5-10年,本科,其他;前端开发;后端开发,node.js;golang;cex;dex,"['node.js', 'golang', 'cex', 'dex']"
python后端开发工程师,游戏,上海市,33.0,英语交流;Terraform;Python,3-5年,本科,后端开发;其他,英语交流;terraform;python,"['英语交流', 'terraform', 'python']"
后端工程师,互联网,上海市,17.4,Java;Python;PHP;Tomcat;Nginx;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;php;tomcat;nginx;docker,"['java', 'python', 'php', 'tomcat', 'nginx', 'docker']"
后端开发-交付方向,计算机软件,上海市,40.3,后端工程师;Java;Spring;SpringCloud;MySQL,10年以上,本科,后端开发;前端开发;数据库,后端工程师;java;spring;springcloud;mysql,"['后端工程师', 'java', 'spring', 'springcloud', 'mysql']"
java后端开发,互联网金融,上海市,45.0,Java;Spring;SpringCloud;MySQL,3-5年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql,"['java', 'spring', 'springcloud', 'mysql']"
后端研发工程师,企业服务,上海市,27.0,Java;Python;Docker;PostgreSQL;MySQL,3-5年,本科,数据库;前端开发;后端开发,java;python;docker;postgresql;mysql,"['java', 'python', 'docker', 'postgresql', 'mysql']"
资深后端开发工程师,互联网,上海市,71.25,Java;Spring;MySQL;JavaEE;API,5-10年,本科,后端开发;前端开发;数据库,java;spring;mysql;javaee;api,"['java', 'spring', 'mysql', 'javaee', 'api']"
后端开发工程师,互联网,上海市,37.5,Java;C++;Spring;MySQL;PostgreSQL,5-10年,本科,后端开发;数据库;前端开发,java;c++;spring;mysql;postgresql,"['java', 'c++', 'spring', 'mysql', 'postgresql']"
后端资深技术专家,互联网,上海市,54.0,Java;Java架构;SpringCloud;MySQL;Redis,5-10年,本科,后端开发;数据库;前端开发,java;java架构;springcloud;mysql;redis,"['java', 'java架构', 'springcloud', 'mysql', 'redis']"
后端研发工程师,计算机软件,上海市,30.0,Java;SpringCloud;MySQL;Redis;Oracle,3-5年,本科,数据库;前端开发;后端开发,java;springcloud;mysql;redis;oracle,"['java', 'springcloud', 'mysql', 'redis', 'oracle']"
其他后端开发,移动互联网,上海市,76.0,编译器;虚拟机;处理器架构;编译优化,5-10年,本科,其他,编译器;虚拟机;处理器架构;编译优化,"['编译器', '虚拟机', '处理器架构', '编译优化']"
后端开发工程师,通信/网络设备,上海市,21.45,Java;Spring;MySQL;SQL Server;PostgreSQL,3-5年,本科,数据库;前端开发;后端开发,java;spring;mysql;sql server;postgresql,"['java', 'spring', 'mysql', 'sql server', 'postgresql']"
后端开发工程师,社交网络与媒体,上海市,67.5,Java;Spring;SpringCloud;Docker;MySQL;Spark,5-10年,本科,后端开发;前端开发;运维/DevOps,java;spring;springcloud;docker;mysql;spark,"['java', 'spring', 'springcloud', 'docker', 'mysql', 'spark']"
后端开发工程师,互联网,上海市,24.0,Java;Hibernate;Tomcat;MySQL;Redis,3-5年,本科,后端开发;数据库;前端开发,java;hibernate;tomcat;mysql;redis,"['java', 'hibernate', 'tomcat', 'mysql', 'redis']"
java后端开发工程师,互联网金融,上海市,63.75,Java;Spring;MySQL;信贷领域,3-5年,本科,前端开发;后端开发;数据库,java;spring;mysql;信贷领域,"['java', 'spring', 'mysql', '信贷领域']"
