job_name,company_tag,city,salary_avg_annual_wy,skills,experience,education,main_skill_categories,skills_cleaned,skills_list
软件项目经理/软件产品经理,进出口贸易,宁波市,19.2,项目管理、软件实施;项目经理;外贸ERP;软件开发、软件管理;产品经理,经验不限,大专,项目管理/敏捷;其他,项目管理、软件实施;项目经理;外贸erp;软件开发、软件管理;产品经理,"['项目管理、软件实施', '项目经理', '外贸erp', '软件开发、软件管理', '产品经理']"
软件开发工程师,进出口贸易,宁波市,25.8,C++;RTOS;固件开发,3-5年,本科,嵌入式/物联网;后端开发,c++;rtos;固件开发,"['c++', 'rtos', '固件开发']"
驱动器高级软件工程师,仪器仪表,宁波市,42.0,,5-10年,本科,,,['']
软件开发工程师,大数据,宁波市,13.8,Java;C++;SQL Server;Spring,3-5年,大专,后端开发;前端开发;数据库,java;c++;sql server;spring,"['java', 'c++', 'sql server', 'spring']"
软件算法工程师,智能硬件,宁波市,21.0,机器学习;融合感知算法;规控算法;SLAM算法;优秀开源项目经历,3-5年,本科,其他;人工智能/机器学习,机器学习;融合感知算法;规控算法;slam算法;优秀开源项目经历,"['机器学习', '融合感知算法', '规控算法', 'slam算法', '优秀开源项目经历']"
电气软件工程师,其他行业,宁波市,21.0,C++,5-10年,本科,后端开发,c++,['c++']
除湿机软件工程师（家电）,电子/硬件开发,宁波市,38.5,C++,5-10年,本科,后端开发,c++,['c++']
电控软件工程师,机械设备/机电/重工,宁波市,9.75,小家电单片机编程;家用呼吸机,1-3年,本科,嵌入式/物联网;其他,小家电单片机编程;家用呼吸机,"['小家电单片机编程', '家用呼吸机']"
非标软件设计工程师,智能硬件,宁波市,13.65,C#;C++,3-5年,本科,后端开发,c#;c++,"['c#', 'c++']"
PHP软件开发工程师,学校/学历教育,宁波市,12.6,PHP;CSS;JavaScript,经验不限,本科,前端开发;后端开发,php;css;javascript,"['php', 'css', 'javascript']"
软件工程师,汽车零部件,宁波市,21.0,,3-5年,硕士,,,['']
资深软件工程师,半导体/芯片,宁波市,39.0,C++;Python,3-5年,硕士,后端开发,c++;python,"['c++', 'python']"
DSP软件工程师,半导体/芯片,宁波市,17.4,逆变器;Ti,3-5年,本科,其他;后端开发,逆变器;ti,"['逆变器', 'ti']"
转向产品软件工程师 (MJ079442),汽车研发/制造,杭州市,39.0,传动系统;转向系统;底盘,10年以上,本科,其他,传动系统;转向系统;底盘,"['传动系统', '转向系统', '底盘']"
软件开发工程师,电子/半导体/集成电路,宁波市,15.0,,1-3年,本科,,,['']
软件工程师,汽车研发/制造,宁波市,16.25,,3-5年,本科,,,['']
嵌入式软件工程师,光伏,宁波市,28.0,STM32开发,3-5年,本科,嵌入式/物联网,stm32开发,['stm32开发']
软件工程师,其他生活服务,宁波市,11.4,Java;AndroidStudio,1-3年,大专,前端开发;移动开发,java;androidstudio,"['java', 'androidstudio']"
java软件开发工程师,计算机软件,宁波市,15.0,Java,经验不限,本科,前端开发,java,['java']
软件工程师-嵌入式软件开发,半导体/芯片,宁波市,30.0,Python;C++;PyTorch;英语;Jax,5-10年,硕士,后端开发;其他;人工智能/机器学习,python;c++;pytorch;英语;jax,"['python', 'c++', 'pytorch', '英语', 'jax']"
软件开发工程师,物流/仓储,宁波市,18.6,C#;ADO.NET,3-5年,本科,后端开发,c#;ado.net,"['c#', 'ado.net']"
软件产品经理,电子商务,宁波市,12.0,ERP产品/软件产品;物联网产品,3-5年,本科,其他;嵌入式/物联网,erp产品/软件产品;物联网产品,"['erp产品/软件产品', '物联网产品']"
软件工程师,电子/半导体/集成电路,宁波市,16.25,C++;STM32开发,3-5年,本科,后端开发;嵌入式/物联网,c++;stm32开发,"['c++', 'stm32开发']"
软件工程师,智能硬件/消费电子,宁波市,21.6,C++;STM32开发;凌欧;峰岹,5-10年,本科,其他;后端开发;嵌入式/物联网,c++;stm32开发;凌欧;峰岹,"['c++', 'stm32开发', '凌欧', '峰岹']"
软件开发工程师,生活服务(O2O),宁波市,24.6,Java;SpringCloud;Hadoop,5-10年,本科,前端开发;后端开发;大数据,java;springcloud;hadoop,"['java', 'springcloud', 'hadoop']"
电机驱动控制软件工程师,通用设备,宁波市,39.0,电机驱动;控制软件,5-10年,本科,其他,电机驱动;控制软件,"['电机驱动', '控制软件']"
嵌入式软件工程师,仪器仪表,宁波市,37.5,,5-10年,本科,,,['']
软件工程师,自动化设备,宁波市,12.35,算法设计,1-3年,本科,其他,算法设计,['算法设计']
嵌入式软件工程师,家用电器,宁波市,15.0,C++;STM32开发;小家电嵌入式软件开发;电路设计;电子半导体,3-5年,大专,嵌入式/物联网;其他;后端开发,c++;stm32开发;小家电嵌入式软件开发;电路设计;电子半导体,"['c++', 'stm32开发', '小家电嵌入式软件开发', '电路设计', '电子半导体']"
软件运维工程师,进出口贸易,宁波市,12.6,系统运维;软件运维;ERP运维,1-3年,大专,运维/DevOps,系统运维;软件运维;erp运维,"['系统运维', '软件运维', 'erp运维']"
IOT 前端 软件工程师,汽车零部件,宁波市,11.05,C++;Java,1-3年,本科,后端开发;前端开发,c++;java,"['c++', 'java']"
高级Java后端开发工程师,计算机软件,杭州市,19.8,Java;SpringCloud;MySQL;Oracle,5-10年,本科,数据库;前端开发;后端开发,java;springcloud;mysql;oracle,"['java', 'springcloud', 'mysql', 'oracle']"
后端工程师,计算机软件,宁波市,13.8,Java;Spring;MySQL;Oracle,3-5年,本科,数据库;前端开发;后端开发,java;spring;mysql;oracle,"['java', 'spring', 'mysql', 'oracle']"
后端架构师,计算机软件,宁波市,36.0,Java;C#;微服务架构;分布式技术;数据结构;SpringBoot,5-10年,本科,后端开发;其他;前端开发,java;c#;微服务架构;分布式技术;数据结构;springboot,"['java', 'c#', '微服务架构', '分布式技术', '数据结构', 'springboot']"
初级JAVA开发工程师,计算机软件,宁波市,11.9,Java;SQL,1-3年,本科,前端开发;数据库,java;sql,"['java', 'sql']"
java开发工程师,计算机软件,宁波市,25.8,Java;Spring;SpringCloud;MyBatis;Zookeeper;Elasticsearch,3-5年,大专,后端开发;前端开发;大数据,java;spring;springcloud;mybatis;zookeeper;elasticsearch,"['java', 'spring', 'springcloud', 'mybatis', 'zookeeper', 'elasticsearch']"
java开发工程师,计算机软件,宁波市,18.6,Java;Redis;Spring,5-10年,本科,前端开发;数据库;后端开发,java;redis;spring,"['java', 'redis', 'spring']"
初级java开发工程师,计算机软件,宁波市,13.65,Java;MyBatis;Spring,1-3年,本科,后端开发;前端开发,java;mybatis;spring,"['java', 'mybatis', 'spring']"
高级后端开发工程师,计算机软件,宁波市,12.0,Java;Spring;SpringCloud;MyBatis;Elasticsearch;Zookeeper;Hive;Hadoop,3-5年,本科,后端开发;数据库;大数据,java;spring;springcloud;mybatis;elasticsearch;zookeeper;hive;hadoop,"['java', 'spring', 'springcloud', 'mybatis', 'elasticsearch', 'zookeeper', 'hive', 'hadoop']"
c++开发工程师,计算机软件,杭州市,11.4,C++;ROS;Autoware;行车/泊车,1-3年,本科,其他;后端开发,c++;ros;autoware;行车/泊车,"['c++', 'ros', 'autoware', '行车/泊车']"
JAVA开发工程师,人力资源服务,宁波市,18.6,Java;Spring;SpringCloud;MySQL,5-10年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql,"['java', 'spring', 'springcloud', 'mysql']"
后端开发高级工程师,互联网,杭州市,12.6,.NET;C#;MySQL/SQL Server/Oracle,1-3年,大专,后端开发;数据库,.net;c#;mysql/sql server/oracle,"['.net', 'c#', 'mysql/sql server/oracle']"
Java开发,计算机软件,宁波市,19.2,Java;Spring;SpringCloud;MySQL;Oracle,3-5年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mysql;oracle,"['java', 'spring', 'springcloud', 'mysql', 'oracle']"
后端开发工程师,计算机软件,宁波市,21.0,SQL;C++;软件工程师;后端开发;.NET;SQL Server,1-3年,大专,后端开发;数据库;其他,sql;c++;软件工程师;后端开发;.net;sql server,"['sql', 'c++', '软件工程师', '后端开发', '.net', 'sql server']"
后端开发工程师,计算机软件,宁波市,21.0,Java;SpringCloud;MySQL,3-5年,本科,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
golang开发工程师/后端工程师,计算机软件,宁波市,9.6,Golang;Gin,1-3年,不限,后端开发,golang;gin,"['golang', 'gin']"
高级前端开发,自动化设备,宁波市,17.4,单休;JavaScript;Vue;Node.js;React,经验不限,本科,前端开发;其他,单休;javascript;vue;node.js;react,"['单休', 'javascript', 'vue', 'node.js', 'react']"
Java开发工程师,计算机软件,宁波市,14.95,Java;Redis;Spring,3-5年,本科,前端开发;数据库;后端开发,java;redis;spring,"['java', 'redis', 'spring']"
Java开发工程师,计算机软件,宁波市,14.95,Java;CSS;全栈开发;WEB开发;互联网/AI;后端开发,3-5年,本科,前端开发;其他;人工智能/机器学习,java;css;全栈开发;web开发;互联网/ai;后端开发,"['java', 'css', '全栈开发', 'web开发', '互联网/ai', '后端开发']"
java开发,计算机软件,杭州市,15.6,Java;车联网、车端;SpringCloud;MySQL;Spring;nacos,3-5年,大专,其他;后端开发;前端开发,java;车联网、车端;springcloud;mysql;spring;nacos,"['java', '车联网、车端', 'springcloud', 'mysql', 'spring', 'nacos']"
实施顾问（兼开发顾问）,企业服务,宁波市,9.75,,经验不限,不限,,,['']
java后端工程师(J10209),进出口贸易,宁波市,18.0,Java;Spring,3-5年,本科,前端开发;后端开发,java;spring,"['java', 'spring']"
游戏后端开发,游戏,杭州市,12.6,Java;MongoDB;Spring,3-5年,不限,后端开发;前端开发,java;mongodb;spring,"['java', 'mongodb', 'spring']"
后端开发工程师,计算机软件,宁波市,11.4,C#;.NET MVC;Java;MySQL;.NET;SQL Server,1-3年,大专,后端开发;数据库;前端开发,c#;.net mvc;java;mysql;.net;sql server,"['c#', '.net mvc', 'java', 'mysql', '.net', 'sql server']"
. 全栈Web3开发工程师（前端+后端）,电子商务,宁波市,39.0,,3-5年,不限,,,['']
后端开发工程师(J10732),学校/学历教育,宁波市,17.55,,5-10年,本科,,,['']
后端开发工程师,计算机软件,宁波市,35.75,Java;SpringCloud;MySQL;MyBatis;Redis;Spring,3-5年,本科,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis;spring,"['java', 'springcloud', 'mysql', 'mybatis', 'redis', 'spring']"
Java开发工程师,计算机软件,宁波市,17.55,,5-10年,大专,,,['']
NET后端/数采开发工程师,计算机软件,宁波市,12.6,工业互联网;.NET;MySQL/SQL Server/Oracle;后端开发,5-10年,本科,后端开发;其他;数据库,工业互联网;.net;mysql/sql server/oracle;后端开发,"['工业互联网', '.net', 'mysql/sql server/oracle', '后端开发']"
游戏sdk开发工程师,电气机械/器材,宁波市,15.0,Android客户端产品研发;架构设计/优化;研发流程优化,3-5年,本科,其他;移动开发,android客户端产品研发;架构设计/优化;研发流程优化,"['android客户端产品研发', '架构设计/优化', '研发流程优化']"
.net后端开发工程师,互联网,宁波市,12.6,C#;.NET;后端开发;.NET Core,1-3年,本科,后端开发,c#;.net;后端开发;.net core,"['c#', '.net', '后端开发', '.net core']"
后端工程师,互联网,宁波市,13.8,Java;MySQL;Spring,5-10年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
Java开发工程师-宁波(J10028),电子商务,宁波市,16.25,Java;Spring;SQL Server;MySQL,1-3年,本科,数据库;前端开发;后端开发,java;spring;sql server;mysql,"['java', 'spring', 'sql server', 'mysql']"
鄞州区后端服务班主任,培训/辅导机构,宁波市,10.8,高中;大学/大专生;不授课;坐班;小班教学（3-25人）;培训机构;线下教育;一对一教学;大班教学（25人以上）;成人/通用,经验不限,大专,其他,高中;大学/大专生;不授课;坐班;小班教学（3-25人）;培训机构;线下教育;一对一教学;大班教学（25人以上）;成人/通用,"['高中', '大学/大专生', '不授课', '坐班', '小班教学（3-25人）', '培训机构', '线下教育', '一对一教学', '大班教学（25人以上）', '成人/通用']"
股票销售后端经理,证券/期货,宁波市,15.0,个人（To C）;金融产品;电话销售;网络销售;股票;期货交易员;股票分析师,1-3年,大专,其他,个人（to c）;金融产品;电话销售;网络销售;股票;期货交易员;股票分析师,"['个人（to c）', '金融产品', '电话销售', '网络销售', '股票', '期货交易员', '股票分析师']"
c++开发,计算机软件,杭州市,12.0,C++;Log/Camera,3-5年,本科,后端开发;其他,c++;log/camera,"['c++', 'log/camera']"
PHP开发（会golang优先）,游戏,宁波市,27.0,PHP;Golang;LNMP/LAMP,5-10年,本科,后端开发;其他,php;golang;lnmp/lamp,"['php', 'golang', 'lnmp/lamp']"
java开发工程师,通信/网络设备,宁波市,15.6,Java;SpringCloud;Spring;Oracle;Python,3-5年,大专,后端开发;前端开发;数据库,java;springcloud;spring;oracle;python,"['java', 'springcloud', 'spring', 'oracle', 'python']"
c++开发工程师,计算机软件,宁波市,10.8,C++;QT;OpenGL;MFC,3-5年,本科,后端开发;嵌入式/物联网;游戏开发,c++;qt;opengl;mfc,"['c++', 'qt', 'opengl', 'mfc']"
前端开发工程师,其他专业服务,宁波市,12.0,CSS;JavaScript;HTML5,3-5年,本科,前端开发,css;javascript;html5,"['css', 'javascript', 'html5']"
java中高级开发工程师,计算机软件,宁波市,15.0,Java;银行;SpringCloud;Redis;clickhouse;MySQL;MyBatis;Oracle,3-5年,本科,数据库;后端开发;前端开发,java;银行;springcloud;redis;clickhouse;mysql;mybatis;oracle,"['java', '银行', 'springcloud', 'redis', 'clickhouse', 'mysql', 'mybatis', 'oracle']"
后端开发工程师,新零售,宁波市,13.0,C#;MySQL/SQL Server/Oracle;.NET Core,1-3年,大专,后端开发;数据库,c#;mysql/sql server/oracle;.net core,"['c#', 'mysql/sql server/oracle', '.net core']"
c++游戏开发,游戏,宁波市,7.8,C++;Python;MFC;MySQL,1-3年,本科,后端开发;其他;数据库,c++;python;mfc;mysql,"['c++', 'python', 'mfc', 'mysql']"
软件开发架构师,智能硬件,宁波市,35.0,Java;SQL;JavaScript;HTML;CSS;服务器配置,5-10年,本科,前端开发;数据库;运维/DevOps,java;sql;javascript;html;css;服务器配置,"['java', 'sql', 'javascript', 'html', 'css', '服务器配置']"
Java开发工程师-宁波,互联网,宁波市,14.3,Java;Python;Spring;MySQL,1-3年,本科,后端开发;前端开发;数据库,java;python;spring;mysql,"['java', 'python', 'spring', 'mysql']"
python后端开发,电子商务,宁波市,15.0,Python;Flask;MySQL;Redis,经验不限,大专,后端开发;数据库,python;flask;mysql;redis,"['python', 'flask', 'mysql', 'redis']"
高级后端工程师,家用电器,宁波市,45.0,Java;产品经理;PAAS,5-10年,本科,前端开发;项目管理/敏捷;云计算/云原生,java;产品经理;paas,"['java', '产品经理', 'paas']"
中级java开发工程师,计算机软件,宁波市,27.6,后端工程师;Java;Spring;MyBatis,3-5年,本科,后端开发;前端开发,后端工程师;java;spring;mybatis,"['后端工程师', 'java', 'spring', 'mybatis']"
初级c++开发工程师,通用设备,宁波市,9.0,C++;QT,经验不限,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
系统开发后端工程师,电子/硬件开发,宁波市,14.4,Java;C/C++;Spring/Spring Boot,3-5年,本科,后端开发;前端开发,java;c/c++;spring/spring boot,"['java', 'c/c++', 'spring/spring boot']"
后端java,智能硬件,宁波市,30.0,Golang;Java;Spring;Python,5-10年,本科,后端开发;前端开发,golang;java;spring;python,"['golang', 'java', 'spring', 'python']"
产品开发经理,印刷/包装/造纸,宁波市,42.0,B端产品,经验不限,不限,其他,b端产品,['b端产品']
高级Java技术开发人员 /全栈工程师,计算机软件,宁波市,10.2,Java;SpringCloud;MySQL;MyBatis;Oracle,3-5年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;oracle,"['java', 'springcloud', 'mysql', 'mybatis', 'oracle']"
java开发,计算机软件,杭州市,13.8,Java;Spring;MySQL,3-5年,大专,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
前端开发工程师,互联网,宁波市,13.8,CSS;JavaScript;HTML5;Vue;React,5-10年,本科,前端开发,css;javascript;html5;vue;react,"['css', 'javascript', 'html5', 'vue', 'react']"
Java开发（宁波银行）,计算机软件,宁波市,16.8,Java;Spring;MySQL;银行,5-10年,大专,前端开发;后端开发;数据库,java;spring;mysql;银行,"['java', 'spring', 'mysql', '银行']"
中级java开发工程师,计算机软件,宁波市,19.8,Java;Spring;SpringCloud;MyBatis;MySQL;Redis,3-5年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mybatis;mysql;redis,"['java', 'spring', 'springcloud', 'mybatis', 'mysql', 'redis']"
Java,其他行业,宁波市,19.5,Java;Linux;Socket技术;MySQL;分布式技术;微服务架构,3-5年,本科,前端开发;运维/DevOps;网络/安全,java;linux;socket技术;mysql;分布式技术;微服务架构,"['java', 'linux', 'socket技术', 'mysql', '分布式技术', '微服务架构']"
技术合伙人,互联网,宁波市,21.0,架构师;大数据;后端开发;前端开发,10年以上,本科,架构设计;大数据;后端开发,架构师;大数据;后端开发;前端开发,"['架构师', '大数据', '后端开发', '前端开发']"
研发工程师,物联网,宁波市,13.8,Java;PostgreSQL;SpringCloud;MySQL;MyBatis,3-5年,本科,数据库;后端开发;前端开发,java;postgresql;springcloud;mysql;mybatis,"['java', 'postgresql', 'springcloud', 'mysql', 'mybatis']"
PHP,互联网,宁波市,11.4,PHP;后端开发;架构师,3-5年,不限,后端开发;架构设计,php;后端开发;架构师,"['php', '后端开发', '架构师']"
java开发工程师（初级）,互联网金融,宁波市,12.6,NoSQL;MySQL;Redis;MongoDB;MVC开发;网络协议,经验不限,本科,数据库;后端开发;网络/安全,nosql;mysql;redis;mongodb;mvc开发;网络协议,"['nosql', 'mysql', 'redis', 'mongodb', 'mvc开发', '网络协议']"
后端软件开发工程师,计算机软件,宁波市,13.0,C#;SQL Server,1-3年,本科,后端开发;数据库,c#;sql server,"['c#', 'sql server']"
初级java开发工程师,计算机软件,宁波市,12.6,Java;Spring;MyBatis;Kafka;Elasticsearch;MySQL,1-3年,本科,后端开发;数据库;前端开发,java;spring;mybatis;kafka;elasticsearch;mysql,"['java', 'spring', 'mybatis', 'kafka', 'elasticsearch', 'mysql']"
后端开发工程师,互联网,宁波市,15.0,Golang;C#;Redis;MySQL,3-5年,本科,后端开发;数据库,golang;c#;redis;mysql,"['golang', 'c#', 'redis', 'mysql']"
Java开发工程师（政府项目）,计算机软件,宁波市,13.8,Java;SpringCloud;MySQL;微服务架构;MyBatis;SpringMVC;后端开发;中级软件工程师,3-5年,本科,后端开发;前端开发;数据库,java;springcloud;mysql;微服务架构;mybatis;springmvc;后端开发;中级软件工程师,"['java', 'springcloud', 'mysql', '微服务架构', 'mybatis', 'springmvc', '后端开发', '中级软件工程师']"
后端开发,大数据,宁波市,12.6,PHP;后端开发;MySQL,3-5年,本科,后端开发;数据库,php;后端开发;mysql,"['php', '后端开发', 'mysql']"
Java后端开发工程师,计算机软件,宁波市,15.0,Java;MySQL;SQL Server,3-5年,本科,数据库;前端开发,java;mysql;sql server,"['java', 'mysql', 'sql server']"
java开发,计算机软件,宁波市,16.2,Java;MySQL;Spring,3-5年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
Java开发（外派宁波银行）,计算机软件,宁波市,15.75,后端工程师;Java;银行;金融,3-5年,本科,其他;后端开发;前端开发,后端工程师;java;银行;金融,"['后端工程师', 'java', '银行', '金融']"
PHP后端开发工程师,电子商务,宁波市,12.0,PHP;MySQL/Redis/MongoDB;LNMP/LAMP,1-3年,本科,后端开发;其他,php;mysql/redis/mongodb;lnmp/lamp,"['php', 'mysql/redis/mongodb', 'lnmp/lamp']"
宁波Java工程师,企业服务,宁波市,9.75,Java;SpringCloud;MyBatis;MySQL;Redis;SpringBoot;后端开发;Mybatis,1-3年,本科,后端开发;数据库;前端开发,java;springcloud;mybatis;mysql;redis;springboot;后端开发;mybatis,"['java', 'springcloud', 'mybatis', 'mysql', 'redis', 'springboot', '后端开发', 'mybatis']"
高级java开发工程师,O2O,宁波市,24.0,Java;Spring;MySQL;Oracle,5-10年,大专,数据库;前端开发;后端开发,java;spring;mysql;oracle,"['java', 'spring', 'mysql', 'oracle']"
后台架构师,计算机软件,宁波市,27.0,系统架构;技术管理;测试管理,5-10年,本科,架构设计;其他;测试,系统架构;技术管理;测试管理,"['系统架构', '技术管理', '测试管理']"
开发工程师,电子商务,宁波市,13.65,Java;MySQL;Hadoop;MyBatis,1-3年,本科,前端开发;数据库;大数据,java;mysql;hadoop;mybatis,"['java', 'mysql', 'hadoop', 'mybatis']"
JAVA开发,计算机软件,杭州市,15.0,Java;SpringCloud;MySQL;Kafka;MyBatis,5-10年,本科,后端开发;前端开发;数据库,java;springcloud;mysql;kafka;mybatis,"['java', 'springcloud', 'mysql', 'kafka', 'mybatis']"
C＋＋开发,计算机软件,宁波市,18.0,C++;软件工程师,5-10年,本科,后端开发;其他,c++;软件工程师,"['c++', '软件工程师']"
前端开发工程师,计算机软件,宁波市,10.2,,1-3年,大专,,,['']
中高级前端开发工程师,计算机软件,宁波市,11.4,JavaScript;HTML5,1-3年,本科,前端开发,javascript;html5,"['javascript', 'html5']"
web前端开发工程师,人工智能,宁波市,12.6,Vue,1-3年,本科,前端开发,vue,['vue']
java开发工程师,铁路/船舶/航空/航天制造,宁波市,21.0,独立进行E_R图编写;Java;熟悉容器技术;SpringCloud;MySQL;Spring,3-5年,本科,后端开发;其他;前端开发,独立进行e_r图编写;java;熟悉容器技术;springcloud;mysql;spring,"['独立进行e_r图编写', 'java', '熟悉容器技术', 'springcloud', 'mysql', 'spring']"
中级后端开发工程师,汽车研发/制造,杭州市,18.0,Golang;Docker;MySQL;Python,3-5年,本科,后端开发;运维/DevOps;数据库,golang;docker;mysql;python,"['golang', 'docker', 'mysql', 'python']"
嵌入式开发工程师（宁波）,计算机硬件,宁波市,15.0,C++;WiFi;蓝牙;嵌入式;物联网通讯,3-5年,本科,其他;嵌入式/物联网;后端开发,c++;wifi;蓝牙;嵌入式;物联网通讯,"['c++', 'wifi', '蓝牙', '嵌入式', '物联网通讯']"
后端开发,大数据,宁波市,16.2,Java;Spring;SpringCloud;MyBatis;Nginx;Docker,经验不限,硕士,后端开发;前端开发;运维/DevOps,java;spring;springcloud;mybatis;nginx;docker,"['java', 'spring', 'springcloud', 'mybatis', 'nginx', 'docker']"
初级java开发工程师,互联网,宁波市,4.2,Java;PostgreSQL;MySQL;SpringCloud;Redis;MyBatis,1-3年,本科,数据库;后端开发;前端开发,java;postgresql;mysql;springcloud;redis;mybatis,"['java', 'postgresql', 'mysql', 'springcloud', 'redis', 'mybatis']"
前端开发工程师,医疗健康,宁波市,16.25,JavaScript;HTML5;CSS;前端;前端开发,3-5年,不限,前端开发,javascript;html5;css;前端;前端开发,"['javascript', 'html5', 'css', '前端', '前端开发']"
后端开发工程师,进出口贸易,宁波市,19.2,Java;Spring;SpringCloud;MySQL;Redis,3-5年,本科,后端开发;数据库;前端开发,java;spring;springcloud;mysql;redis,"['java', 'spring', 'springcloud', 'mysql', 'redis']"
后端,互联网,宁波市,6.6,C语言;PHP;LNMP/LAMP,经验不限,大专,其他;后端开发,c语言;php;lnmp/lamp,"['c语言', 'php', 'lnmp/lamp']"
iOS高级开发工程师,家用电器,宁波市,17.5,功能开发;前端技术;C语言;Objective-C;CocoaPods,3-5年,本科,其他;前端开发;移动开发,功能开发;前端技术;c语言;objective-c;cocoapods,"['功能开发', '前端技术', 'c语言', 'objective-c', 'cocoapods']"
.NET后端开发,计算机软件,宁波市,10.2,.NET;.NET Core;MySQL/SQL Server/Oracle,1-3年,大专,后端开发;数据库,.net;.net core;mysql/sql server/oracle,"['.net', '.net core', 'mysql/sql server/oracle']"
技术合伙人,人力资源服务,宁波市,32.5,数据结构;后端开发;前端开发;SpringBoot;SpringCloud;JQuery,3-5年,本科,后端开发;前端开发;其他,数据结构;后端开发;前端开发;springboot;springcloud;jquery,"['数据结构', '后端开发', '前端开发', 'springboot', 'springcloud', 'jquery']"
后端软件开发工程师,计算机软件,宁波市,12.0,Java;SpringCloud;Spring;Oracle;PostgreSQL;SQL Server,3-5年,本科,数据库;后端开发;前端开发,java;springcloud;spring;oracle;postgresql;sql server,"['java', 'springcloud', 'spring', 'oracle', 'postgresql', 'sql server']"
PHP开发工程师,游戏,宁波市,25.35,PHP,3-5年,本科,后端开发,php,['php']
java开发工程师,互联网,宁波市,15.0,JVM;Java;Hibernate;PostgreSQL;SpringCloud;MySQL;MyBatis;MongoDB;MES,3-5年,大专,后端开发;数据库;其他,jvm;java;hibernate;postgresql;springcloud;mysql;mybatis;mongodb;mes,"['jvm', 'java', 'hibernate', 'postgresql', 'springcloud', 'mysql', 'mybatis', 'mongodb', 'mes']"
中/高级java开发工程师,大数据,宁波市,29.9,Golang;Java;C++;Hibernate;SpringCloud;Kafka;PHP;MyBatis;Oracle;Python,3-5年,本科,后端开发;前端开发;大数据,golang;java;c++;hibernate;springcloud;kafka;php;mybatis;oracle;python,"['golang', 'java', 'c++', 'hibernate', 'springcloud', 'kafka', 'php', 'mybatis', 'oracle', 'python']"
软件后端开发工程师,通信/网络设备,宁波市,15.0,Java;MySQL;Redis;Spring,3-5年,本科,数据库;前端开发;后端开发,java;mysql;redis;spring,"['java', 'mysql', 'redis', 'spring']"
java全栈开发,社交网络与媒体,宁波市,10.2,Java;Spring;SpringCloud;MyBatis;Nginx;Elasticsearch,3-5年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mybatis;nginx;elasticsearch,"['java', 'spring', 'springcloud', 'mybatis', 'nginx', 'elasticsearch']"
后端工程师,计算机软件,宁波市,12.0,Golang;PHP;Java;C语言,3-5年,本科,后端开发;前端开发;其他,golang;php;java;c语言,"['golang', 'php', 'java', 'c语言']"
c++开发工程师(J10623),机械设备/机电/重工,宁波市,27.0,C++;MySQL,3-5年,本科,后端开发;数据库,c++;mysql,"['c++', 'mysql']"
java后端开发工程师,进出口贸易,宁波市,30.1,跨境电商;Java;MySQL;Spring,5-10年,本科,其他;前端开发;数据库,跨境电商;java;mysql;spring,"['跨境电商', 'java', 'mysql', 'spring']"
高级Java开发工程师,计算机软件,宁波市,26.0,领域驱动;GIT;MySQL;GraphQL,3-5年,本科,其他;架构设计;数据库,领域驱动;git;mysql;graphql,"['领域驱动', 'git', 'mysql', 'graphql']"
Java开发工程师,互联网,杭州市,16.8,Java;Spring;SpringCloud;MySQL,3-5年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql,"['java', 'spring', 'springcloud', 'mysql']"
java开发工程师,汽车研发/制造,杭州市,19.2,Java;SpringCloud;MySQL,5-10年,大专,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
手机app开发工程师,广告/公关/会展,宁波市,30.75,Android客户端产品研发;架构设计/优化;研发流程优化;多线程编程能力;数据结构/算法能力;架构设计能力,10年以上,大专,其他;移动开发,android客户端产品研发;架构设计/优化;研发流程优化;多线程编程能力;数据结构/算法能力;架构设计能力,"['android客户端产品研发', '架构设计/优化', '研发流程优化', '多线程编程能力', '数据结构/算法能力', '架构设计能力']"
前端开发工程师,计算机软件,宁波市,13.65,JavaScript;HTML5;CSS;Vue;Node.js,1-3年,本科,前端开发,javascript;html5;css;vue;node.js,"['javascript', 'html5', 'css', 'vue', 'node.js']"
Java开发工程师（电商+自研+双休）,互联网,宁波市,26.4,Java;Spring;SpringCloud;MySQL;Hadoop,5-10年,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql;hadoop,"['java', 'spring', 'springcloud', 'mysql', 'hadoop']"
Java后端开发工程师,互联网,宁波市,17.25,Java;SpringCloud;MySQL;Spring;Oracle,3-5年,本科,后端开发;数据库;前端开发,java;springcloud;mysql;spring;oracle,"['java', 'springcloud', 'mysql', 'spring', 'oracle']"
