job_name,company_tag,city,salary_avg_annual_wy,skills,experience,education,main_skill_categories,skills_cleaned,skills_list,skill_single
C#软件工程师,自动化设备,南京市,16.8,C#;WPF;halcon,3-5年,本科,其他;后端开发,c#;wpf;halcon,wpf,wpf
C#软件工程师,自动化设备,南京市,16.8,C#;WPF;halcon,3-5年,本科,其他;后端开发,c#;wpf;halcon,halcon,halcon
软件开发工程师,电子/硬件开发,南京市,15.0,C++;Java;QT,经验不限,本科,后端开发;前端开发;嵌入式/物联网,c++;java;qt,c++,c++
软件开发工程师,电子/硬件开发,南京市,15.0,C++;Java;QT,经验不限,本科,后端开发;前端开发;嵌入式/物联网,c++;java;qt,java,java
软件开发工程师,电子/硬件开发,南京市,15.0,C++;Java;QT,经验不限,本科,后端开发;前端开发;嵌入式/物联网,c++;java;qt,qt,qt
c++高级软件工程师,智能硬件,南京市,35.75,C++;QT;ROS,5-10年,本科,后端开发;嵌入式/物联网;其他,c++;qt;ros,c++,c++
c++高级软件工程师,智能硬件,南京市,35.75,C++;QT;ROS,5-10年,本科,后端开发;嵌入式/物联网;其他,c++;qt;ros,qt,qt
c++高级软件工程师,智能硬件,南京市,35.75,C++;QT;ROS,5-10年,本科,后端开发;嵌入式/物联网;其他,c++;qt;ros,ros,ros
Java高级软件工程师,计算机软件,南京市,27.3,MVC开发;网络协议;微服务架构,3-5年,大专,后端开发;网络/安全;云计算/云原生,mvc开发;网络协议;微服务架构,mvc开发,mvc开发
Java高级软件工程师,计算机软件,南京市,27.3,MVC开发;网络协议;微服务架构,3-5年,大专,后端开发;网络/安全;云计算/云原生,mvc开发;网络协议;微服务架构,网络协议,网络协议
Java高级软件工程师,计算机软件,南京市,27.3,MVC开发;网络协议;微服务架构,3-5年,大专,后端开发;网络/安全;云计算/云原生,mvc开发;网络协议;微服务架构,微服务架构,微服务架构
系统软件工程师,机械设备/机电/重工,南京市,12.0,Socket技术;网络协议;网络编程;多线程;Linux,1-3年,本科,网络/安全;其他;运维/DevOps,socket技术;网络协议;网络编程;多线程;linux,socket技术,socket技术
系统软件工程师,机械设备/机电/重工,南京市,12.0,Socket技术;网络协议;网络编程;多线程;Linux,1-3年,本科,网络/安全;其他;运维/DevOps,socket技术;网络协议;网络编程;多线程;linux,网络协议,网络协议
系统软件工程师,机械设备/机电/重工,南京市,12.0,Socket技术;网络协议;网络编程;多线程;Linux,1-3年,本科,网络/安全;其他;运维/DevOps,socket技术;网络协议;网络编程;多线程;linux,网络编程,网络编程
系统软件工程师,机械设备/机电/重工,南京市,12.0,Socket技术;网络协议;网络编程;多线程;Linux,1-3年,本科,网络/安全;其他;运维/DevOps,socket技术;网络协议;网络编程;多线程;linux,多线程,多线程
系统软件工程师,机械设备/机电/重工,南京市,12.0,Socket技术;网络协议;网络编程;多线程;Linux,1-3年,本科,网络/安全;其他;运维/DevOps,socket技术;网络协议;网络编程;多线程;linux,linux,linux
EMS平台软件研发工程师,储能,南京市,27.0,C++,3-5年,本科,后端开发,c++,c++,c++
安卓系统软件工程师,互联网,南京市,22.2,Android客户端产品研发;Java;C++;Entity Framework,3-5年,大专,移动开发;前端开发;后端开发,android客户端产品研发;java;c++;entity framework,android客户端产品研发,android客户端产品研发
安卓系统软件工程师,互联网,南京市,22.2,Android客户端产品研发;Java;C++;Entity Framework,3-5年,大专,移动开发;前端开发;后端开发,android客户端产品研发;java;c++;entity framework,java,java
安卓系统软件工程师,互联网,南京市,22.2,Android客户端产品研发;Java;C++;Entity Framework,3-5年,大专,移动开发;前端开发;后端开发,android客户端产品研发;java;c++;entity framework,c++,c++
安卓系统软件工程师,互联网,南京市,22.2,Android客户端产品研发;Java;C++;Entity Framework,3-5年,大专,移动开发;前端开发;后端开发,android客户端产品研发;java;c++;entity framework,entity framework,entity framework
应用软件工程师-工业机器人,人工智能,南京市,21.0,C++;QT,1-3年,本科,后端开发;嵌入式/物联网,c++;qt,c++,c++
应用软件工程师-工业机器人,人工智能,南京市,21.0,C++;QT,1-3年,本科,后端开发;嵌入式/物联网,c++;qt,qt,qt
软件开发工程师,通信/网络设备,南京市,20.15,后端工程师;Java;Spring;CSS;HTML,3-5年,本科,前端开发;后端开发,后端工程师;java;spring;css;html,后端工程师,后端工程师
软件开发工程师,通信/网络设备,南京市,20.15,后端工程师;Java;Spring;CSS;HTML,3-5年,本科,前端开发;后端开发,后端工程师;java;spring;css;html,java,java
软件开发工程师,通信/网络设备,南京市,20.15,后端工程师;Java;Spring;CSS;HTML,3-5年,本科,前端开发;后端开发,后端工程师;java;spring;css;html,spring,spring
软件开发工程师,通信/网络设备,南京市,20.15,后端工程师;Java;Spring;CSS;HTML,3-5年,本科,前端开发;后端开发,后端工程师;java;spring;css;html,css,css
软件开发工程师,通信/网络设备,南京市,20.15,后端工程师;Java;Spring;CSS;HTML,3-5年,本科,前端开发;后端开发,后端工程师;java;spring;css;html,html,html
c/c++软件工程师,互联网,南京市,28.8,C++;gdb;makefile;cmake,3-5年,本科,其他;后端开发,c++;gdb;makefile;cmake,c++,c++
c/c++软件工程师,互联网,南京市,28.8,C++;gdb;makefile;cmake,3-5年,本科,其他;后端开发,c++;gdb;makefile;cmake,gdb,gdb
c/c++软件工程师,互联网,南京市,28.8,C++;gdb;makefile;cmake,3-5年,本科,其他;后端开发,c++;gdb;makefile;cmake,makefile,makefile
c/c++软件工程师,互联网,南京市,28.8,C++;gdb;makefile;cmake,3-5年,本科,其他;后端开发,c++;gdb;makefile;cmake,cmake,cmake
C++软件工程师,电子/半导体/集成电路,南京市,29.25,C++;C语言,经验不限,本科,后端开发;其他,c++;c语言,c++,c++
C++软件工程师,电子/半导体/集成电路,南京市,29.25,C++;C语言,经验不限,本科,后端开发;其他,c++;c语言,c语言,c语言
高级软件工程师,电力/热力/燃气/水利,南京市,30.8,全栈工程师;Java;MyBatis;JavaScript,5-10年,本科,前端开发;其他;后端开发,全栈工程师;java;mybatis;javascript,全栈工程师,全栈工程师
高级软件工程师,电力/热力/燃气/水利,南京市,30.8,全栈工程师;Java;MyBatis;JavaScript,5-10年,本科,前端开发;其他;后端开发,全栈工程师;java;mybatis;javascript,java,java
高级软件工程师,电力/热力/燃气/水利,南京市,30.8,全栈工程师;Java;MyBatis;JavaScript,5-10年,本科,前端开发;其他;后端开发,全栈工程师;java;mybatis;javascript,mybatis,mybatis
高级软件工程师,电力/热力/燃气/水利,南京市,30.8,全栈工程师;Java;MyBatis;JavaScript,5-10年,本科,前端开发;其他;后端开发,全栈工程师;java;mybatis;javascript,javascript,javascript
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,java,java
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,python,python
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,c++,c++
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,spring,spring
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,springcloud,springcloud
J-（驻日本）软件开发工程师,计算机软件,南京市,40.8,Java;Python;C++;Spring;SpringCloud;Docker,1-3年,本科,后端开发;前端开发;运维/DevOps,java;python;c++;spring;springcloud;docker,docker,docker
高级软件工程师（通讯方向）,电力/热力/燃气/水利,南京市,30.0,C++;STL;电力通讯;人机界面,5-10年,本科,其他;后端开发,c++;stl;电力通讯;人机界面,c++,c++
高级软件工程师（通讯方向）,电力/热力/燃气/水利,南京市,30.0,C++;STL;电力通讯;人机界面,5-10年,本科,其他;后端开发,c++;stl;电力通讯;人机界面,stl,stl
高级软件工程师（通讯方向）,电力/热力/燃气/水利,南京市,30.0,C++;STL;电力通讯;人机界面,5-10年,本科,其他;后端开发,c++;stl;电力通讯;人机界面,电力通讯,电力通讯
高级软件工程师（通讯方向）,电力/热力/燃气/水利,南京市,30.0,C++;STL;电力通讯;人机界面,5-10年,本科,其他;后端开发,c++;stl;电力通讯;人机界面,人机界面,人机界面
qt软件工程师,互联网,南京市,21.6,C++;QT,5-10年,本科,后端开发;嵌入式/物联网,c++;qt,c++,c++
qt软件工程师,互联网,南京市,21.6,C++;QT,5-10年,本科,后端开发;嵌入式/物联网,c++;qt,qt,qt
自动控制软件工程师,通信/网络设备,南京市,33.0,C++;QT,3-5年,本科,后端开发;嵌入式/物联网,c++;qt,c++,c++
自动控制软件工程师,通信/网络设备,南京市,33.0,C++;QT,3-5年,本科,后端开发;嵌入式/物联网,c++;qt,qt,qt
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,c++,c++
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,多线程,多线程
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,qt,qt
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,mfc,mfc
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,sql,sql
C++软件工程师,互联网,南京市,25.35,C++;多线程;QT;MFC;SQL;服务器配置,1-3年,大专,其他;后端开发;嵌入式/物联网,c++;多线程;qt;mfc;sql;服务器配置,服务器配置,服务器配置
软件工程师,计算机软件,南京市,12.0,Java;JavaScript;后端工程师;Spring,1-3年,大专,前端开发;后端开发,java;javascript;后端工程师;spring,java,java
软件工程师,计算机软件,南京市,12.0,Java;JavaScript;后端工程师;Spring,1-3年,大专,前端开发;后端开发,java;javascript;后端工程师;spring,javascript,javascript
软件工程师,计算机软件,南京市,12.0,Java;JavaScript;后端工程师;Spring,1-3年,大专,前端开发;后端开发,java;javascript;后端工程师;spring,后端工程师,后端工程师
软件工程师,计算机软件,南京市,12.0,Java;JavaScript;后端工程师;Spring,1-3年,大专,前端开发;后端开发,java;javascript;后端工程师;spring,spring,spring
高级软件工程师,动力电池,南京市,36.0,C++;QT,5-10年,本科,后端开发;嵌入式/物联网,c++;qt,c++,c++
高级软件工程师,动力电池,南京市,36.0,C++;QT,5-10年,本科,后端开发;嵌入式/物联网,c++;qt,qt,qt
软件工程师,人力资源服务,南京市,30.0,C++;Python;Qt,3-5年,本科,后端开发;嵌入式/物联网,c++;python;qt,c++,c++
软件工程师,人力资源服务,南京市,30.0,C++;Python;Qt,3-5年,本科,后端开发;嵌入式/物联网,c++;python;qt,python,python
软件工程师,人力资源服务,南京市,30.0,C++;Python;Qt,3-5年,本科,后端开发;嵌入式/物联网,c++;python;qt,qt,qt
软件工程师,专用设备,南京市,15.0,C++;Python,5-10年,本科,后端开发,c++;python,c++,c++
软件工程师,专用设备,南京市,15.0,C++;Python,5-10年,本科,后端开发,c++;python,python,python
软件工程师,自动化设备,南京市,19.8,C++;QT;数据结构,3-5年,本科,后端开发;嵌入式/物联网;其他,c++;qt;数据结构,c++,c++
软件工程师,自动化设备,南京市,19.8,C++;QT;数据结构,3-5年,本科,后端开发;嵌入式/物联网;其他,c++;qt;数据结构,qt,qt
软件工程师,自动化设备,南京市,19.8,C++;QT;数据结构,3-5年,本科,后端开发;嵌入式/物联网;其他,c++;qt;数据结构,数据结构,数据结构
软件工程师,智能硬件,南京市,10.2,QT;Osg,经验不限,大专,嵌入式/物联网;其他,qt;osg,qt,qt
软件工程师,智能硬件,南京市,10.2,QT;Osg,经验不限,大专,嵌入式/物联网;其他,qt;osg,osg,osg
LabView软件工程师,仪器仪表/工业自动化,南京市,22.75,Python,3-5年,本科,后端开发,python,python,python
软件工程师,电力/热力/燃气/水利,南京市,40.0,GIS;变压器;局放监测,5-10年,本科,其他,gis;变压器;局放监测,gis,gis
软件工程师,电力/热力/燃气/水利,南京市,40.0,GIS;变压器;局放监测,5-10年,本科,其他,gis;变压器;局放监测,变压器,变压器
软件工程师,电力/热力/燃气/水利,南京市,40.0,GIS;变压器;局放监测,5-10年,本科,其他,gis;变压器;局放监测,局放监测,局放监测
c++软件工程师,专用设备,南京市,42.0,C++;MFC;Windows;vc++,3-5年,本科,后端开发;其他,c++;mfc;windows;vc++,c++,c++
c++软件工程师,专用设备,南京市,42.0,C++;MFC;Windows;vc++,3-5年,本科,后端开发;其他,c++;mfc;windows;vc++,mfc,mfc
c++软件工程师,专用设备,南京市,42.0,C++;MFC;Windows;vc++,3-5年,本科,后端开发;其他,c++;mfc;windows;vc++,windows,windows
c++软件工程师,专用设备,南京市,42.0,C++;MFC;Windows;vc++,3-5年,本科,后端开发;其他,c++;mfc;windows;vc++,vc++,vc++
软件工程师,电力/热力/燃气/水利,南京市,18.0,C++;QT,3-5年,本科,后端开发;嵌入式/物联网,c++;qt,c++,c++
软件工程师,电力/热力/燃气/水利,南京市,18.0,C++;QT,3-5年,本科,后端开发;嵌入式/物联网,c++;qt,qt,qt
C/C++软件开发工程师,计算机软件,南京市,21.6,Golang;C++;PostgreSQL;MySQL,3-5年,本科,后端开发;数据库,golang;c++;postgresql;mysql,golang,golang
C/C++软件开发工程师,计算机软件,南京市,21.6,Golang;C++;PostgreSQL;MySQL,3-5年,本科,后端开发;数据库,golang;c++;postgresql;mysql,c++,c++
C/C++软件开发工程师,计算机软件,南京市,21.6,Golang;C++;PostgreSQL;MySQL,3-5年,本科,后端开发;数据库,golang;c++;postgresql;mysql,postgresql,postgresql
C/C++软件开发工程师,计算机软件,南京市,21.6,Golang;C++;PostgreSQL;MySQL,3-5年,本科,后端开发;数据库,golang;c++;postgresql;mysql,mysql,mysql
软件工程师,专用设备,南京市,12.6,适应出差;英语良好,3-5年,本科,其他,适应出差;英语良好,适应出差,适应出差
软件工程师,专用设备,南京市,12.6,适应出差;英语良好,3-5年,本科,其他,适应出差;英语良好,英语良好,英语良好
控制系统软件工程师,自动化设备,南京市,33.0,C++;C#;Visual Studio;Vscode,3-5年,硕士,后端开发;其他,c++;c#;visual studio;vscode,c++,c++
控制系统软件工程师,自动化设备,南京市,33.0,C++;C#;Visual Studio;Vscode,3-5年,硕士,后端开发;其他,c++;c#;visual studio;vscode,c#,c#
控制系统软件工程师,自动化设备,南京市,33.0,C++;C#;Visual Studio;Vscode,3-5年,硕士,后端开发;其他,c++;c#;visual studio;vscode,visual studio,visual studio
控制系统软件工程师,自动化设备,南京市,33.0,C++;C#;Visual Studio;Vscode,3-5年,硕士,后端开发;其他,c++;c#;visual studio;vscode,vscode,vscode
高级软件工程师,电子/硬件开发,南京市,36.0,C++;C语言;JavaScript,3-5年,本科,后端开发;其他;前端开发,c++;c语言;javascript,c++,c++
高级软件工程师,电子/硬件开发,南京市,36.0,C++;C语言;JavaScript,3-5年,本科,后端开发;其他;前端开发,c++;c语言;javascript,c语言,c语言
高级软件工程师,电子/硬件开发,南京市,36.0,C++;C语言;JavaScript,3-5年,本科,后端开发;其他;前端开发,c++;c语言;javascript,javascript,javascript
C/C++软件工程师（Linux）,通信/网络设备,南京市,13.8,C++;C语言,1-3年,本科,后端开发;其他,c++;c语言,c++,c++
C/C++软件工程师（Linux）,通信/网络设备,南京市,13.8,C++;C语言,1-3年,本科,后端开发;其他,c++;c语言,c语言,c语言
初级软件开发工程师,计算机软件,南京市,9.1,Java;SpringCloud;MySQL;MyBatis;Redis,1-3年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis,java,java
初级软件开发工程师,计算机软件,南京市,9.1,Java;SpringCloud;MySQL;MyBatis;Redis,1-3年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis,springcloud,springcloud
初级软件开发工程师,计算机软件,南京市,9.1,Java;SpringCloud;MySQL;MyBatis;Redis,1-3年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis,mysql,mysql
初级软件开发工程师,计算机软件,南京市,9.1,Java;SpringCloud;MySQL;MyBatis;Redis,1-3年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis,mybatis,mybatis
初级软件开发工程师,计算机软件,南京市,9.1,Java;SpringCloud;MySQL;MyBatis;Redis,1-3年,大专,后端开发;数据库;前端开发,java;springcloud;mysql;mybatis;redis,redis,redis
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,linux,linux
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,llvm,llvm
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,架构师,架构师
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,risc-v,risc-v
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,cpu,cpu
CPU软件工程师,电子/硬件开发,南京市,54.0,Linux;LLVM;架构师;RISC-V;CPU;QEMU,经验不限,本科,其他;运维/DevOps;架构设计,linux;llvm;架构师;risc-v;cpu;qemu,qemu,qemu
电子软件工程师,仪器仪表,南京市,13.65,C语言;51单片机;STM32,3-5年,大专,嵌入式/物联网;其他,c语言;51单片机;stm32,c语言,c语言
电子软件工程师,仪器仪表,南京市,13.65,C语言;51单片机;STM32,3-5年,大专,嵌入式/物联网;其他,c语言;51单片机;stm32,51单片机,51单片机
电子软件工程师,仪器仪表,南京市,13.65,C语言;51单片机;STM32,3-5年,大专,嵌入式/物联网;其他,c语言;51单片机;stm32,stm32,stm32
PC软件工程师,智能硬件,南京市,6.6,Nginx,经验不限,大专,后端开发,nginx,nginx,nginx
软件工程师,仪器仪表/工业自动化,南京市,48.0,C#;QT;UWP,3-5年,本科,后端开发;嵌入式/物联网;其他,c#;qt;uwp,c#,c#
软件工程师,仪器仪表/工业自动化,南京市,48.0,C#;QT;UWP,3-5年,本科,后端开发;嵌入式/物联网;其他,c#;qt;uwp,qt,qt
软件工程师,仪器仪表/工业自动化,南京市,48.0,C#;QT;UWP,3-5年,本科,后端开发;嵌入式/物联网;其他,c#;qt;uwp,uwp,uwp
软件工程师,其他生活服务,南京市,12.0,Java;SpringCloud;SQL Server,经验不限,不限,前端开发;后端开发;数据库,java;springcloud;sql server,java,java
软件工程师,其他生活服务,南京市,12.0,Java;SpringCloud;SQL Server,经验不限,不限,前端开发;后端开发;数据库,java;springcloud;sql server,springcloud,springcloud
软件工程师,其他生活服务,南京市,12.0,Java;SpringCloud;SQL Server,经验不限,不限,前端开发;后端开发;数据库,java;springcloud;sql server,sql server,sql server
软件工程师,计算机服务,南京市,9.6,Java;MySQL;Spring,3-5年,不限,前端开发;数据库;后端开发,java;mysql;spring,java,java
软件工程师,计算机服务,南京市,9.6,Java;MySQL;Spring,3-5年,不限,前端开发;数据库;后端开发,java;mysql;spring,mysql,mysql
软件工程师,计算机服务,南京市,9.6,Java;MySQL;Spring,3-5年,不限,前端开发;数据库;后端开发,java;mysql;spring,spring,spring
软件工程师,半导体/芯片,南京市,22.1,C#;WPF;WINFORM,经验不限,本科,后端开发;其他,c#;wpf;winform,c#,c#
软件工程师,半导体/芯片,南京市,22.1,C#;WPF;WINFORM,经验不限,本科,后端开发;其他,c#;wpf;winform,wpf,wpf
软件工程师,半导体/芯片,南京市,22.1,C#;WPF;WINFORM,经验不限,本科,后端开发;其他,c#;wpf;winform,winform,winform
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,java,java
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,spring,spring
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,springcloud,springcloud
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,jvm,jvm
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,mysql,mysql
软件工程师,计算机软件,南京市,36.8,Java;Spring;SpringCloud;JVM;MySQL;Spark,经验不限,本科,后端开发;前端开发;其他,java;spring;springcloud;jvm;mysql;spark,spark,spark
软件工程师,计算机软件,南京市,18.6,Java;MySQL;Spring,3-5年,大专,前端开发;数据库;后端开发,java;mysql;spring,java,java
软件工程师,计算机软件,南京市,18.6,Java;MySQL;Spring,3-5年,大专,前端开发;数据库;后端开发,java;mysql;spring,mysql,mysql
软件工程师,计算机软件,南京市,18.6,Java;MySQL;Spring,3-5年,大专,前端开发;数据库;后端开发,java;mysql;spring,spring,spring
AI软件工程师,半导体/芯片,南京市,48.75,C++;rt-thread,5-10年,本科,后端开发;其他,c++;rt-thread,c++,c++
AI软件工程师,半导体/芯片,南京市,48.75,C++;rt-thread,5-10年,本科,后端开发;其他,c++;rt-thread,rt-thread,rt-thread
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,java,java
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,企业级应用开发,企业级应用开发
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,css,css
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,全栈开发,全栈开发
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,html,html
BS软件工程师,计算机软件,南京市,13.2,Java;企业级应用开发;CSS;全栈开发;HTML;Oracle,1-3年,大专,前端开发;其他;数据库,java;企业级应用开发;css;全栈开发;html;oracle,oracle,oracle
中级软件开发工程师-JAVA,互联网,南京市,27.6,Java,3-5年,本科,前端开发,java,java,java
c++软件工程师（伺服）,专用设备,南京市,30.0,C++,5-10年,本科,后端开发,c++,c++,c++
BSP软件工程师,汽车零部件,南京市,26.0,BSP开发;AVM;QNX;ADAS;MCU,3-5年,本科,其他;嵌入式/物联网,bsp开发;avm;qnx;adas;mcu,bsp开发,bsp开发
BSP软件工程师,汽车零部件,南京市,26.0,BSP开发;AVM;QNX;ADAS;MCU,3-5年,本科,其他;嵌入式/物联网,bsp开发;avm;qnx;adas;mcu,avm,avm
BSP软件工程师,汽车零部件,南京市,26.0,BSP开发;AVM;QNX;ADAS;MCU,3-5年,本科,其他;嵌入式/物联网,bsp开发;avm;qnx;adas;mcu,qnx,qnx
BSP软件工程师,汽车零部件,南京市,26.0,BSP开发;AVM;QNX;ADAS;MCU,3-5年,本科,其他;嵌入式/物联网,bsp开发;avm;qnx;adas;mcu,adas,adas
BSP软件工程师,汽车零部件,南京市,26.0,BSP开发;AVM;QNX;ADAS;MCU,3-5年,本科,其他;嵌入式/物联网,bsp开发;avm;qnx;adas;mcu,mcu,mcu
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,c++,c++
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,python,python
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,qt,qt
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,stl,stl
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,linux,linux
Linux c++软件开发工程师,计算机软件,南京市,18.6,C++;Python;QT;STL;Linux;Windows,1-3年,本科,后端开发;其他;嵌入式/物联网,c++;python;qt;stl;linux;windows,windows,windows
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,c++,c++
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,pytorch,pytorch
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,mysql,mysql
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,k8s,k8s
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,deepspeed,deepspeed
AI软件开发工程师,计算机软件,南京市,45.6,C++;PyTorch;MySQL;K8s;Deepspeed;llm,3-5年,本科,人工智能/机器学习;后端开发;数据库,c++;pytorch;mysql;k8s;deepspeed;llm,llm,llm
Java中级软件工程师,计算机服务,南京市,16.8,JVM;Java;MySQL,3-5年,本科,其他;前端开发;数据库,jvm;java;mysql,jvm,jvm
Java中级软件工程师,计算机服务,南京市,16.8,JVM;Java;MySQL,3-5年,本科,其他;前端开发;数据库,jvm;java;mysql,java,java
Java中级软件工程师,计算机服务,南京市,16.8,JVM;Java;MySQL,3-5年,本科,其他;前端开发;数据库,jvm;java;mysql,mysql,mysql
